text,label tay,label chatgpt,label,keyword của mình,keyword của chatgpt,Reason của mình,Reason của chatgpt,từ viết tắt
"Tôi ghét bản thân tôi. Tôi là một kẻ vô dụng chả làm đc gì cả, bạn bè tôi chả tôn trọng tôi họ thậm chí đôi lúc chả thèm nghe ý kiến của tôi mà cứ chen ngang vào, bạn bè kệ tôi nghĩ gì, họ tức giận với tôi khi tôi chả làm gì họ cả và lấy cái lỗi là do họ dễ nóng tính nên mới chửi tôi thậm tệ. Bộ tôi làm gì sai với họ hay sao? Tôi tôn trọng họ nhưng họ lại không tôn trọng tôi. Tại sao lại như thế ? Đến người bạn mà tôi có thể vui được thì chả còn sống nữa còn gia đình tôi thì chả ai quan tâm đến cảm xúc của tôi. Tôi biết họ phải làm việc để nuôi tôi nhưng tôi cũng muốn được sẻ chia mà, đến mức tôi phải nghĩ ra một người bạn trong đầu mình,  hình dạng thì giống tôi nhưng tính tình người bạn đó trái với tôi, người bạn đó dũng cảm và đưa cho tôi nhiều lời khuyên để tôi vượt qua. Có lúc tôi nghĩ mình nên c.h.e.t đi thì chỉ có mình bạn ấy khuyên tôi sống và người bạn đó cũng đã tồn tại trong tâm trí tôi  hơn 4 năm trời rồi. Đến tận bây giờ người bạn thân nhất của tôi chỉ có người bạn tưởng tượng đó còn bạn bè tôi thì tôi cắt đứt rồi. Liệu tôi tưởng tượng ra người bạn đó và nói chuyện với người bạn ấy có phải là bệnh không hay chỉ là bình thường? Mong mọi người cho lời khuyên ạ",1,1,1,"ghét bản thân, bản thân nên chết đi","tự ti, ghét, vô dụng, không được tôn trọng",Bạn bè,Bạn bè,
"hnay tớ k than thở linh tinh gì cả tớ chỉ muốn kể với mọi người là hnay tớ gặp 1 chú Be siêu dthwww
nay tui đi ra ngoài k mang áo chống nắng =))) mà mấy nay mng cũng biết trời hà nội giữa trưa nắng gắt đi ra ngoài k có đồ che thì tay rát quá tr quá đất z mà lúc trên đường đi thì anh có nch hỏi sao nắng như thế mà k mang áo theo thì tui có nói là em quên mang theo xong rồi anh mới hỏi là có cần mặc áo anh không thì tớ có snghi 1 lúc rồi mới mượn anh 🥲 mắ anh dthw lắm mng anh kể là bình thường anh sẽ mang 2 áo 1 áo anh đang mặc 1 áo anh sẽ cho khách mượn nhưng hnay thì quên mất k mang nên cho tui mượn tạm áo của anh
Không chỉ cho tui mượn áo chống nắng mà trên đường đi còn chia sẻ cho tui biết nhiều thứ về csong sinh viên và tương lai, khuyên tui nên làm những gì để tốt cho tương lai tại.
tui chỉ muốn nói là giữa một tp hà nội sầm uất như z mà gặp có thể gặp  được chú be dthw chu đáo quá tr quá đất lunn",0,0,0,,,,,dthw
"mình thật sự trầm cảm và suy nghĩ rất nhiều về đôi chân của mình ấy. Chân mình không được đẹp như bao người khác, đã to còn bị thâm ghẻ mà trường mình đi học còn bắt mặc váy. Ra đường lúc nào cũng nhìn vào chân người khác rồi chỉ biết ước thôi. Mọi người ai từng bị rồi cho em xin tips trị được không ạ. Em cảm ơn",0,1,0,,"tự ti, lo lắng, ngoại hình, chân, thâm ghẻ, ước vọng, tự ti về bản thân",,Tâm lý cá nhân,
"Mình là đứa suy nghĩ nhiều, hướng nội với mọi người. Từ trước tới giờ cũng hiếm khi rủ ai đi chơi hay đi xem phim ăn uống gì (trừ ngyeu). Đi xphim 1m, đi dạo 1m, đi ăn uống cũng 1m, chơi game 1m. Cuộc sống cũng chỉ loanh quanh đi làm rồi về với 4 bức tường và chiếc máy tính. Mình cũng mới chia tay mối tình 4 năm được 3 tháng, nguyên nhân thì cũng là vì mình. Mình rất khó để mở lòng hay thâm chí mở lời với người khác. Liệu mình có thể tìm được tình bạn ở trên đây không?",0,0,0,,,,,"ngyeu, 1m"
"Bố tớ vô tâm lắm... 
Trong hôn nhân đủ mọi tệ nạn bố đều mắc phải hết 
Mẹ tớ chịu khổ nhiều rồi ,tớ muốn mẹ được giải thoát nhưng lúc nào câu đầu tiên mẹ nói lại là "" mẹ chịu khổ không sao nhưng vì các con nên mẹ chọn ở lại"" 
Ngày mưa gió mẹ là người đưa tớ đi học
Tiền ăn , tiền uống, bộ quần áo , quyển sách, quyển vở mẹ đều là người lo cho tớ từng tí một 
Bố tớ vô tâm đến nỗi ngày sinh nhật hay kỉ niệm còn không biết, trời tối  mưa gió mẹ vẫn phải dắt xe ra đưa tớ đi học ,bố tớ một chút cũng không màng rới 
Tớ vẫn nhớ như nguyên câu chuyện mẹ kể "" Hồi mẹ mới cưới, mẹ đi thi vừa ra khỏi phòng thi thì trời đổ bão , các bạn ở bên cạnh mẹ ngay lập tức nhận được những cuộc gọi của chồng còn điện thoại của mẹ thì vẫn im de , mẹ tủi thân đến cùng cực , đi xe nước mưa hắt vào mặt lẫn vào nước mắt,về đến nhà bố nằm vắt chân chơi điện thoại ""
Bố còn có người khác nữa , đêm nào nằm nghĩ mà tớ cũng khóc :((",1,1,1,"khóc, áp lực gia đình","áp lực gia đình, không đồng tình, vô tâm, quan điểm đối lập, lo lắng, đau đớn tâm lý, xung đột gia đình.",Gia đình,Gia đình,
"Nay sinh nhật t các bạn ạ, vậy mà chẳng có ai nhớ, cũng chẳng có ai quan tâm đến t cả. Mặc dù sinh nhật mọi người t đều nhớ và chúc mừng, thân hơn t còn tặng quà hay mua bánh kem. T không biết sao nhưng t tủi thân quá, t cũng muốn được mọi người quan tâm, được tổ chức sinh nhật. Đây là chút tâm sự nhỏ của t, cảm ơn mọi người đã đọc ạ.",0,0,0,,,,,t
"# **Bài viết khá dài hãy lựa chọn thời gian phù hợp để đọc nhe**

Vào trong nhóm này có lẽ mọi người đón nhận nhiều điều tiêu cực lém đúng không, zậy hôm nay thay đổi một tí mình tiếp nhận những điều tích cực hơn nè. Vì nếu tiêu cực mà ở cùng với những người tiêu cực thì cũng chẳng giúp bản thân tốt lên được, ta vẫn phải sống phải tiếp tục cuộc đời mình chứ đúng không, cứ từ từ thay đổi rồi bạn sẽ thấy cuộc đời này tuyệt với lắm.

Đầu tiên, thứ đưa mình đến với nhóm này với tất cả sự bốc đồng về cảm xúc, sự đa nghi đa cảm trong tuổi trưởng thành. Lúc đó mình nghĩ cuộc đời này sống đúng là chả để làm gì, sống mà không ai coi mình ra gì thì sống làm gì. Thế rồi đối diện áp lực tâm lý với gia đình dăm đôi ba bữa là bị mẹ chửi khiến mình bất lực thêm nữa. Rồi bố mình đến bên mình an ủi bằng cái cái tâm của người cha, lời nói chân thành đó như vực mình lên từ đáy sâu của cuộc đời vậy. 

Thế rồi vựợt qua thời gian đó thì cuối năm học vừa rồi mình bị cả lớp cô lập vì do bản tính của mình, do những lỗi lầm mà mình gây ra. Thời gian đó đối với mình đi học nó như địa ngục á , nhưng rồi em họ học cùng lớp với mình và một số người khác họ mở lòng hơn họ như nói với mình là họ sẵn sàng chờ mình thay đổi, rồi mẹ mình cũng biết chuyện mẹ buồn lắm nhưng mẹ vẫn chỉ dẫn cho mình cần làm gì để dần thay đổi mọi người để được đón nhận hơn.  

Đến thời điểm bây giờ mình nhận ra thật ra họ không ghét mình như mình nghĩ chỉ là không còn hợp nữa nhưng dù đứng trên phương diện nào họ vẫn luôn sẵn sàng chờ mình thay đổi. 

Đối với mình lúc này học tập là mục tiêu hàng đầu, mình vẫn đang trên hành trình phát triển bản thân. Mình thấy có lỗi khi đã làm bố mẹ buồn nhưng họ chưa bao giờ thất vọng vì có đứa con như mình khác với những suy nghĩ lúc đó sao mình lại có ông bố bà mẹ như thế. Cuộc sống của mình bây giờ tuyệt vời hơn những gì mình từng nghĩ, cuộc đời này tuyệt vời như người ta kể là có thật. 

Và điều tích cực mình muốn gửi đến mọi người là cuộc đời không có cá thể nào hoàn hảo, một cuốn sách về cuộc đời con người cứ chạy trên đường thẳng mãi thì chẳng có gì thú vị. Bài học cuộc đời là dạy ta biết trân trọng nó hơn, đừng bồng bột mà nghĩ quẩn cậu nhé, nếu tuyệt vọng quá hãy nghĩ là mình sống cho mình, cho bố mẹ, cho con cái, sống vì cuộc đời này cần mình. Cậu đã bao giờ nghe đến việc thể giới đang chuyển từ giai đoạn 3 lên giai đoạn 4 chưa? Sẽ có những linh hồn không sẵn sàng ở lại và họ rời khỏi thế giới này, thế nên tớ nghĩ là cậu đã biết là mình nên làm gì rồi đúng không? (nếu mà chưa thì chịu khó đọc tí nữa nhe chứ tui quê á mấy bồ) cậu đẹp lắm í, mụn là chuyện bình thường, da đen cơ thể phát triển là chuyện hết sức bình thường luôn á không có mới bất thường mất tiền chữa trị mới đáng buồn đó đúng không. Nên cứ từ từ mình cố gắng tập luyện chăm sóc làn da cố gắng trở thành bản thân mình mong muốn, thời gian tuy nhanh mà chậm, nhanh là do bạn đã xài nó một cách đáng sống (đi chơi bao giờ cũng thấy nó nhanh vaiz đạn đúng không:)) còn chậm vì nó đang cùng bạn phát triển trên con đường đời của mình nhớ chưa. 

Và em cũng muốn gửi tới những anh chị đang có một tình yêu không đẹp như mình nghĩ hay có một cuộc hôn nhân không hạnh phúc. Thì cứ nhớ rằng vì không xứng, không cần nên mới không ở cạnh nhau thất bại mình có thể làm lại, chứ dừng lại là mất cơ hội đó ạ. Là bố mẹ đơn thân hay đang có một cô vợ không ra gì, một thằng chồng bạc như vôi thì lúc này cứ nghĩ đến bố mẹ mà sống tiếp, nghĩ đến con cái mà đứng dậy, buồn cứ khóc, đau thì phải tìm cách tự thưởng lấy mình. Họ đã không coi mình ra gì bởi đơn giản là bản chất họ không đủ tầm để cảm nhận được hi sinh mình dành cho họ hay nói cách khác là không cùng đẳng cấp, hạ đã người tồi xuống sự sống mới sẽ lại trồi lên đúng không ạ.

Được sống với đam mê, học tập và nâng cấp bản thân mình lên nó sướng lắm á. Nên bây giờ chưa phải là muộn bắt đầu càng sớm cuộc đời đẹp sẽ càng đến nhanh thôi nè. Em chờ mọi người lắm ạ <3",0,0,0,,,,,
"Em chào mn, em muốn xin một vài lời khuyên vì không biết phải hỏi ai, dạo gần đây em lo lắng lắm ạ
Chuyện là em và ny có hs có dùng bpat cách đây tầm đúng 2 tuần, kể từ ngày hs, cơ thể em luôn có những dấu hiệu lạ thường ( đau bụng, choáng, chảy máu,...) lần hs đó là lần đầu tiên của em, ny có cho vào nhưng do đau quá nên em đã bảo anh dừng lại. Lúc đó k thấy máu nên em cũng k biết đã mất t*inh chưa, nhưng khoảng 4 ngày sau em bắt đầu bị ra máu suốt 2 ngày ( em kết thúc chu kì kinh trước ngày hs 2 ngày)
Em lên tìm các triệu chứng thì nó ra vô vàn các loại bệnh trong đó có thai và bị u xơ
Ny bảo em đến bv để được chẩn đoán nhưng em tìm hiểu trên mạng thì thường bs sẽ hỏi đã qh chưa ( em sợ nếu bảo rồi thì bs sẽ siêu âm đầu dò, nhưng lỡ lúc đó em vẫn chưa mất t*rinh thì không biết siêu âm đầu dò có sao không ạ)
Nên em cũng k biết tình trạng của em nên bảo là đã qh hay chưa qh để bs tìm pp siêu âm tốt nhất ạ?
Ai có kinh nghiệm cho việc này cho em xin ít chia sẻ với ạ, và mn có biết chỗ nào khám phụ khoá tốt nhất ở SG k chỉ em với ạ, em cảm ơn mn rất nhiều
Nhờ ad đăng bài hộ em với ạ, giờ em đang lo lắm, ngày nào cũng suy nghĩ đến stress luôn, dù ny cũng có ở cạnh trấn an em nhưng em không thể nào k nghĩ tiêu cực.",1,1,1,"suy nghĩ đến stress, lo lắng, tiêu cực","lo lắng, căng thẳng, stress",Tình yêu,Tình yêu,"bpat, bv, pp, qh"
"Chẳng qua là t ápp lực hc hành,mệt quá,nghe qua thì mn sẽ nghĩ có gì mà áp lực nhưng mà t mệt quá,hc cả ngày trời tối còn thức khuya khiến t mệt quá. Tuần nào cx thức nguyên tuần khiến t mệt mỏi và kiệt sức,hc thêm,hc trường hc hoài cx ko hết.T còn gộp ăn sáng vs ăn trưa dô 1.Hc cứ như cái máy.T đang hc lớp 10,nhưng mệt lắm",1,1,1,"áp lực học hành, kiệt sức","mệt mỏi, kiệt sức, mệt quá",Tâm lý cá nhân,,"ápp, hc"
"Hôm qua mình xem được một bức ảnh, một cặp đôi cùng nhau đẩy xe qua chỗ ngập nước, một cặp đôi khác thì bạn nam đẩy xe còn bạn nữ ngồi trên xe. Dưới bức ảnh đó có cmt nói là: “Yêu được cưng chiều là điều đương nhiên, hiểu chuyện quá thì chịu thiệt thôi” 
Câu nói đó làm mình suy nghĩ rất nhiều, mình không biết là “rốt cuộc thì những người hiểu chuyện họ nhận lại được gì?”",0,0,0,,,,,
"Chào mn.
Em 22t, chuyện là ny em thỉnh thoảng vẫn gặp gỡ qua lại với nyc. Có lúc là đi cafe với nhóm bạn và còn nhắn tin mặc cái gì, có lúc là qua nhà, có lúc là ny em đi xe khách về quê, thì nyc bạn là người ra bến xe rước xong đi ăn.
Mn nghĩ sao ạ.",0,0,0,,,,,"mn, ny, nyc"
"Mình và ny mới chia tay dạo gần đây. Những tưởng mọi chuyện sẽ bthg thì mình nghe được lại rằng cô ấy chê bai mình, buông những lời khó nghe với mình, mình k phủ nhận lúc yêu mình còn nhiều sai sót nhưng so với những gì mình làm vì cô ấy thì thật sự có đáng để bị chê bai nv không...mặc dù vậy mình vẫn không thể ghét cô ấy. trong khoảng thời gian yêu nhau mình coi cô ấy là tất cả, dành phần lớn thời gian của mình cho cô ấy, mình cũng được cô ấy yêu thương quan tâm, mình luôn luôn vứt bỏ liêm sỉ cũng như cái tôi của bản thân vì cô ấy, nhưng chỉ vì 1 lần xích mích nhỏ nhoi mà cô ấy như con người khác, mình không tin được là cô ấy có thể nói những lời khó nghe đó, liệu có lí do sâu xa nào đó không mng 😞 mình k dám tin!",0,0,0,,,,,"ny, bthg, k, nv"
